TITLE "<<I_0001>> Voyager Spec #1=>BC=>BC[BP = 2439.6, 11594]" 
TYPE MASSSPEC
1500.221320	2025.04
1500.555876	2643.1
1500.890469	2352.41
1501.225099	2215.86
1501.559767	3023.03
1501.894472	2046.75
1502.229215	2272.78
1502.563995	2415.99
1502.898812	2248.16
1503.233666	2335.23
1503.568558	2213.41
1503.903488	2977.33
1504.238454	2927.75
1504.573458	2263.89
1504.908499	3059.1
1505.243578	2883.9
1505.578694	2428.03
1505.913847	1755.43
1506.249038	1791.43
1506.584266	2360.26
1506.919531	1763.59
1507.254834	2442.85
1507.590174	1850.77
1507.925551	1746.9
1508.260966	1873.08
1508.596418	1764.14
1508.931907	2743.41
1509.267434	2082.31
1509.602998	1887.33
1509.938599	2362.29
1510.274238	1904.58
1510.609914	2552.55
1510.945628	1862.01
1511.281379	2576.24
1511.617167	2072.05
1511.952992	1989.34
1512.288855	1622.27
1512.624755	2066.41
1512.960693	2387.69
1513.296668	2323.84
1513.632680	2355.7
1513.968729	2648
1514.304816	2535.84
1514.640940	2388.25
1514.977102	3097.42
1515.313301	3349.22
1515.649537	3417.43
1515.985811	3045.76
1516.322122	3013.67
1516.658470	3082.8
1516.994856	2811.9
1517.331279	2428.26
1517.667739	2628.07
1518.004237	2581.25
1518.340772	2745.17
1518.677344	2976.27
1519.013954	3221.17
1519.350601	2879.87
1519.687285	3661.74
1520.024007	2663.83
1520.360766	2925.76
1520.697563	2698.11
1521.034396	3189.18
1521.371267	3546.35
1521.708176	3111.65
1522.045122	3073.57
1522.382105	3656.66
1522.719125	2817.05
1523.056183	2915.17
1523.393278	2916.2
1523.730411	3188.25
1524.067581	2490.35
1524.404788	2817.62
1524.742033	3919.74
1525.079315	3093.46
1525.416634	3147.41
1525.753990	4092.63
1526.091384	3945.96
1526.428816	3860.96
1526.766284	3430.39
1527.103790	3796.31
1527.441334	2949.33
1527.778914	2758.49
1528.116532	3306.62
1528.454188	3137.87
1528.791880	3092.89
1529.129610	2375.2
1529.467378	1985.13
1529.805183	2448.14
1530.143025	2185.52
1530.480904	1918.3
1530.818821	1988.36
1531.156775	2087.4
1531.494767	2192.42
1531.832795	2451.59
1532.170861	1806.15
1532.508965	1647.98
1532.847106	1923.25
1533.185284	2733.19
1533.523500	2273.64
1533.861752	2535.57
1534.200043	2025.87
1534.538370	2212.8
1534.876735	2079.02
1535.215137	2473
1535.553577	2501.19
1535.892054	2153.45
1536.230568	2115.37
1536.569120	2116.41
1536.907709	2069.6
1537.246335	2345.79
1537.584999	1604.18
1537.923700	1682.06
1538.262438	2183.26
1538.601214	1702.54
1538.940027	2264.47
1539.278877	1990.35
1539.617765	1527.58
1539.956690	1549.79
1540.295653	1821.84
1540.634652	1739.14
1540.973690	1759.96
1541.312764	2025.11
1541.651876	1795.17
1541.991025	2388.39
1542.330212	2163.5
1542.669435	2024.66
1543.008697	1677.85
1543.347995	2025.82
1543.687331	1728.24
1544.026704	1468.38
1544.366115	1182.3
1544.705563	1910.34
1545.045048	1761.38
1545.384571	1705.82
1545.724131	1750.58
1546.063728	2681.53
1546.403363	2400.97
1546.743035	2621.95
1547.082744	2205.2
1547.422491	2670.51
1547.762275	2310.35
1548.102096	2626.57
1548.441955	3069.79
1548.781851	2974.67
1549.121784	3109.6
1549.461755	3411.57
1549.801763	3360.15
1550.141808	3094.32
1550.481891	2620.51
1550.822011	2565.41
1551.162169	2778.57
1551.502364	2985.75
1551.842596	2760.87
