TITLE "<<12_0002>> Voyager Spec #1=>TR=>BC[BP = 5240.7, 11324]" 
TYPE MASSSPEC
4000.336058	97.3907
4000.882687	248.532
4001.429353	19.5368
4001.976057	172.353
4002.522798	411.411
4003.069577	145.575
4003.616392	287.506
4004.163246	210.9
4004.710136	382.556
4005.257064	260.736
4005.804030	59.79
4006.351033	-26.0259
4006.898073	172.842
4007.445151	31.764
4007.992266	155.693
4008.539418	61.9227
4009.086608	239.858
4009.633835	107.99
4010.181100	155.725
4010.728402	49.8134
4011.275741	50.6587
4011.823118	2.94042
4012.370532	115.985
4012.917984	364.673
4013.465473	13.0123
4014.012999	175.039
4014.560563	237.845
4015.108164	372.659
4015.655803	50.7234
4016.203479	361.791
4016.751192	296.908
4017.298943	52.0038
4017.846731	155.001
4018.394556	155.846
4018.942419	240.003
4019.490320	165.073
4020.038258	-6.14814
4020.586233	-17.0249
4021.134245	-111.214
4021.682295	133.706
4022.230383	259.729
4022.778507	42.0381
4023.326669	201.972
4023.874869	60.0569
4024.423106	202.826
4024.971380	-61.7543
4025.519692	50.8717
4026.068041	-44.9915
4026.616428	58.0054
4027.164852	135.046
4027.713313	70.1633
4028.261812	155.158
4028.810348	11.1501
4029.358921	-42.8478
4029.907532	107.038
4030.456180	371.217
4031.004866	191.205
4031.553589	573.025
4032.102350	467.114
4032.651147	249.004
4033.199983	467.968
4033.748855	344.056
4034.297766	335.273
4034.846713	345.329
4035.395698	156.106
4035.944720	230.216
4036.493780	145.238
4037.042877	146.084
4037.592011	382.213
4038.141183	50.2305
4038.690392	439.168
4039.239639	71.1805
4039.788923	41.4648
4040.338245	156.184
4040.887603	-109.651
4041.437000	12.1854
4041.986433	267.154
4042.535904	269.256
4043.085413	175.486
4043.634959	-55.6012
4044.184542	231.185
4044.734162	31.4963
4045.283820	146.216
4045.833516	145.388
4046.383249	353.467
4046.933019	212.39
4047.482826	296.548
4048.032671	201.523
4048.582554	88.4953
4049.132474	-3.59951
4049.682431	-25.3606
4050.232425	-82.7071
4050.782457	279.437
4051.332527	231.301
4051.882634	88.549
4052.432778	51.298
4052.982959	60.0988
4053.533178	163.934
4054.083435	230.927
4054.633728	30.4017
4055.184060	146.378
4055.734428	335.199
4056.284834	21.6373
4056.835278	118.355
4057.385758	-34.444
4057.936276	12.4543
4058.486832	-14.3302
4059.037425	-138.242
4059.588055	69.4189
4060.138723	410.63
4060.689428	229.781
4061.240171	165.737
4061.790951	155.698
4062.341768	126.821
4062.892623	22.5853
4063.443515	99.6269
4063.994444	89.5886
4064.545411	60.711
4065.096416	79.5597
4065.647457	22.6323
4066.198536	212.71
4066.749653	32.6987
4067.300807	-15.4369
4067.851998	12.6223
4068.403227	32.7272
4068.954493	306.536
4069.505797	126.943
4070.057137	-35.0662
4070.608516	13.9257
4071.159931	127.809
4071.711384	51.6234
4072.262875	-33.3536
4072.814403	-118.331
4073.365968	2.66967
4073.917571	209.494
4074.469211	60.8815
4075.020888	71.7761
4075.572603	193.614
4076.124356	137.942
4076.676145	213.728
4077.227972	249.742
4077.779837	203.7
4078.331739	117.886
4078.883678	300.847
4079.435655	-24.8553
4079.987669	14.9264
4080.539720	127.135
4081.091809	42.9956
4081.643935	259.868
4082.196099	61.8546
4082.748300	108.754
4083.300538	-3.85436
4083.852814	326.891
4084.405127	-5.92796
4084.957478	-13.8725
4085.509866	40.1438
4086.062292	307.254
4086.614754	-3.79497
4087.167255	156.14
4087.719792	32.2293
4088.272367	59.0329
4088.824980	-72.8329
4089.377630	99.2435
4089.930317	176.286
4090.483041	364.271
4091.035803	98.0176
4091.588603	-15.846
4092.141440	147.02
4092.694314	126.097
4093.247225	299.011
4093.800174	99.3236
4094.353161	-51.8001
4094.906185	232.057
4095.459246	110.239
4096.012344	156.301
4096.565480	80.1161
4097.118654	-42.539
4097.671865	24.4555
4098.225113	89.3568
