Barcode	SDB	Type	Reference	Test.CPM	Test_SD	Control.CPM	Control_SD	logFC	F	PValue	QValue
2'F-B type 2-[970]	SDB39	SBA PBS	Streptavidin	1.8596559262908	0	13.8017633800579	11.4657940577553	-2.89174498090909	1.47339099934114	0.232721779803289	0.318834288489283
2'F-B type 2-[970]	SDB39	SBA HEPES	Streptavidin	16.388185917132	6.30392168216664	13.4277274947876	11.4657940577553	0.287441000717727	0.0653366817132221	0.800116241916705	0.859629020241088
2'F-B type 2-[970]	SDB39	ACG PBS	Streptavidin	4.41154278464755	0.105706990398794	12.8860455785852	11.4657940577553	-1.54645442088974	1.37966438522232	0.252000860430812	0.341251165166725
2'F-B type 2-[970]	SDB39	ACG HEPES	Streptavidin	23.9077007354527	8.25779577597175	12.8501967292339	11.4657940577553	0.895684942627649	0.83815823561627	0.363488809290475	0.462765948715839
2'F-B type 2-[970]	SDB39	NPL PBS	Streptavidin	12.5285027303209	2.75577079820239	12.9474353367182	11.4657940577553	-0.0474523434230067	0.00156284193506116	0.968495945190497	0.979372308098578
2'F-B type 2-[970]	SDB39	NPL HEPES	Streptavidin	39.7693778523365	0.954197985751562	12.9035131236269	11.4657940577553	1.6238940842108	3.3091444160592	0.0746226458169954	0.127086602046411
2'F-B type 2-[970]	SDB39	MAL PBS	Streptavidin	33.5481824528412	11.9244038604561	13.4871319648229	11.4657940577553	1.3146510151726	1.57831656045193	0.226759413010615	0.312495304148904
2'F-B type 2-[970]	SDB39	MAL HEPES	Streptavidin	22.3292701649538	2.34584277902488	12.7309845597626	11.4657940577553	0.810592101856658	0.755219020293879	0.395590623701265	0.497678526591915
2'F-B type 2-[970]	SDB39	UEA PBS	Streptavidin	12.8936050064769	3.43927223352616	13.4293563082559	11.4657940577553	-0.0587344630659467	0.00204519626671189	0.964372699871027	0.976051954021714
2'F-B type 2-[970]	SDB39	UEA HEPES	Streptavidin	21.1604173732806	7.44596827279431	12.6812916136823	11.4657940577553	0.738666389608463	0.533393242040538	0.475981558559085	0.576499403223737
2'F-B type 2-[970]	SDB39	SNA PBS	Streptavidin	10.8067477567809	3.45796977179356	13.1126121993689	11.4657940577553	-0.279022701757036	0.052501752954019	0.821156811698307	0.875003160006393
2'F-B type 2-[970]	SDB39	SNA HEPES	Streptavidin	12.9583112752877	2.55506459779237	13.7016689150536	11.4657940577553	-0.0804739108735075	0.00363786174204477	0.953016857580744	0.969653560815014
B tetra type 2-[1000]	SDB26	CTb PBS	Streptavidin	2095.95128975994	1343.18039368182	944.744994842362	148.641056113818	1.14960831342907	8.64910036237746	0.0143607561325771	0.0300037226341343
B tetra type 2-[1000]	SDB26	CTb HEPES	Streptavidin	973.240362944329	265.606765522012	945.095845545157	148.641056113818	0.0423355084232959	0.015045015871491	0.902644934567855	0.931300329316041
B tetra type 2-[1000]	SDB26	LCA PBS	Streptavidin	2234.64492315189	824.220705506764	944.172487102049	148.641056113818	1.2429232617166	15.8455532649386	0.000806986619835669	0.00228613642907441
B tetra type 2-[1000]	SDB26	LCA HEPES	Streptavidin	2065.99855100499	87.5289982948494	944.213446438224	148.641056113818	1.12965430890456	22.682877324958	0.00138566633053362	0.00378791964187928
B tetra type 2-[1000]	SDB26	PSA PBS	Streptavidin	3743.4816342386	862.164373541632	944.195913883849	148.641056113818	1.98722253187119	53.1005477802754	3.25516280858195e-07	2.17630884916622e-06
B tetra type 2-[1000]	SDB26	PSA HEPES	Streptavidin	1481.30503212344	349.178798790278	943.903859727987	148.641056113818	0.650156924633299	3.11867118577112	0.0785734400200979	0.13227471197628
B tetra type 2-[1000]	SDB26	SBA PBS	Streptavidin	2719.15234578032	108.502344277843	944.453943552435	148.641056113818	1.52560463322564	42.4439923071037	1.27071962305858e-07	9.65416856479574e-07
B tetra type 2-[1000]	SDB26	SBA HEPES	Streptavidin	3500.99275820557	197.851043757864	944.19655947393	148.641056113818	1.89060494648235	94.4175267301077	1.76936565378431e-10	2.55575038879956e-09
B tetra type 2-[1000]	SDB26	ACG PBS	Streptavidin	2105.68744598071	79.8979891483208	943.632939736429	148.641056113818	1.15799362310274	33.8310570503526	5.95821294360614e-06	2.96642942298689e-05
B tetra type 2-[1000]	SDB26	ACG HEPES	Streptavidin	4652.26071157005	316.206952516439	943.5993934078	148.641056113818	2.30168555110445	128.362545442865	1.03310337504803e-16	6.18988529205583e-15
B tetra type 2-[1000]	SDB26	NPL PBS	Streptavidin	4902.06463658196	689.164907622733	943.653318393346	148.641056113818	2.37706066581469	130.877646262397	8.12113877979156e-25	3.16724412411871e-22
B tetra type 2-[1000]	SDB26	NPL HEPES	Streptavidin	4087.0676114958	486.420134311984	943.580722348839	148.641056113818	2.11484826047786	91.151722448422	4.74086350390275e-13	1.35288056086981e-11
B tetra type 2-[1000]	SDB26	MAL PBS	Streptavidin	2685.7901148469	319.101867080186	944.190450007206	148.641056113818	1.50819677155005	38.7797122650025	1.12601103859323e-05	5.10632912850416e-05
B tetra type 2-[1000]	SDB26	MAL HEPES	Streptavidin	4618.32970577283	1091.03122957348	943.456393448488	148.641056113818	2.29134342867287	118.67903902853	1.19418069399072e-09	1.49605353237243e-08
B tetra type 2-[1000]	SDB26	UEA PBS	Streptavidin	38778.9314764743	12982.2414690148	944.074568711985	148.641056113818	5.36022842456235	616.082912208377	1.28927980330206e-16	7.18313033268291e-15
B tetra type 2-[1000]	SDB26	UEA HEPES	Streptavidin	11536.3570743218	1588.06795796244	943.382604784843	148.641056113818	3.61220091560027	291.185637349246	1.58083389612288e-11	2.93583437851392e-10
B tetra type 2-[1000]	SDB26	SNA PBS	Streptavidin	1177.92521881209	79.6479685701382	943.881623042627	148.641056113818	0.31957011145983	2.43912989262343	0.134458165091443	0.20220572385217
B tetra type 2-[1000]	SDB26	SNA HEPES	Streptavidin	865.160829805482	89.9357761487737	944.379071270999	148.641056113818	-0.12639772113266	0.285592172731524	0.603986257699519	0.692807766184743
Tri-AN3-[860]	SDB80	CTb PBS	Streptavidin	2315.60818274214	604.816581270881	3274.1454800441	616.244281470154	-0.499727266689494	2.97521042861507	0.114013153134069	0.179054213646794
Tri-AN3-[860]	SDB80	CTb HEPES	Streptavidin	3852.81932283268	977.106880618133	3275.51855986655	616.244281470154	0.234191209398305	0.666937444559082	0.416227620784932	0.518622275099435
Tri-AN3-[860]	SDB80	LCA PBS	Streptavidin	1770.30167622943	135.380538504801	3273.90360001419	616.244281470154	-0.887016612125005	12.6445651916824	0.00212179942274388	0.00560384949121973
Tri-AN3-[860]	SDB80	LCA HEPES	Streptavidin	1676.64650205373	728.074271641828	3273.46583808831	616.244281470154	-0.965240374552334	8.3202151599452	0.0201725415087871	0.0406228460676091
Tri-AN3-[860]	SDB80	PSA PBS	Streptavidin	2389.1220444441	48.7093066519259	3274.419979126	616.244281470154	-0.4547588212109	3.32860971495038	0.0821392154948196	0.13748624052781
Tri-AN3-[860]	SDB80	PSA HEPES	Streptavidin	3051.34174749392	935.853675313715	3273.80898238874	616.244281470154	-0.101526377546138	0.134228991785242	0.714384905106919	0.790757179730459
Tri-AN3-[860]	SDB80	SBA PBS	Streptavidin	18641.4559682453	3815.74317122583	3274.70199763339	616.244281470154	2.50907901382276	121.025280970484	3.23284724975556e-13	9.69854174926667e-12
Tri-AN3-[860]	SDB80	SBA HEPES	Streptavidin	3295.34805750222	310.28362769076	3274.9087634559	616.244281470154	0.00897613718524783	0.00207219733996849	0.964014166167882	0.976051954021714
Tri-AN3-[860]	SDB80	ACG PBS	Streptavidin	1067.28920017817	89.1062740845894	3274.29429178855	616.244281470154	-1.61723284436755	62.8540972154278	4.50460663328476e-08	3.7645641149594e-07
Tri-AN3-[860]	SDB80	ACG HEPES	Streptavidin	1386.5384658198	36.8232460165524	3274.2655568913	616.244281470154	-1.23968369460663	34.2197389651986	2.02250649023084e-07	1.42550156239161e-06
Tri-AN3-[860]	SDB80	NPL PBS	Streptavidin	1676.38174957649	357.801438191105	3274.22314339851	616.244281470154	-0.965801926730669	21.0667208404644	6.90977864232495e-06	3.35453983880506e-05
Tri-AN3-[860]	SDB80	NPL HEPES	Streptavidin	2209.61841966394	227.359403172936	3274.05868600933	616.244281470154	-0.567282930444189	6.75898274769913	0.0120965208362315	0.0260786243602547
Tri-AN3-[860]	SDB80	MAL PBS	Streptavidin	1419.97842597426	233.121091352253	3274.16710913769	616.244281470154	-1.20525894619616	23.0964055427226	0.000185878640961392	0.000597691007100646
Tri-AN3-[860]	SDB80	MAL HEPES	Streptavidin	1184.3822387824	74.7844610994574	3274.0739515251	616.244281470154	-1.46695214747474	45.1099835292023	1.94733225500301e-06	1.09013336763326e-05
Tri-AN3-[860]	SDB80	UEA PBS	Streptavidin	4861.37528632142	355.833167293298	3274.55402711536	616.244281470154	0.570066076584652	7.32369960998681	0.0135100742782079	0.0286354835244623
Tri-AN3-[860]	SDB80	UEA HEPES	Streptavidin	1698.42293645387	531.088381745869	3273.43310296693	616.244281470154	-0.946608736354427	14.0867122782077	0.00179746528568471	0.00482347335837411
Tri-AN3-[860]	SDB80	SNA PBS	Streptavidin	2647.76279590932	96.5738753885308	3274.58131086727	616.244281470154	-0.306536573162671	2.5240784416922	0.128235875556537	0.195105298310986
Tri-AN3-[860]	SDB80	SNA HEPES	Streptavidin	2034.06311211518	605.200181976854	3274.86576793799	616.244281470154	-0.68707133058881	8.15594750118585	0.0166838939509189	0.0344270827558644
Gala3Lex-[650]	SDB23	CTb PBS	Streptavidin	7578.59053702824	1127.53980275579	8193.18979453647	491.834146754343	-0.11249567357058	0.387722067227657	0.54687345008725	0.642097932257284
Gala3Lex-[650]	SDB23	CTb HEPES	Streptavidin	5659.86725136879	2340.70611935756	8198.73669733091	491.834146754343	-0.534633413184764	4.10649436871702	0.0456092939014783	0.0824773939176656
Gala3Lex-[650]	SDB23	LCA PBS	Streptavidin	11026.3241844509	7862.67133299641	8193.88725099766	491.834146754343	0.42833197738829	1.57889304062895	0.224773673398335	0.310490198200769
Gala3Lex-[650]	SDB23	LCA HEPES	Streptavidin	8656.67373612251	812.828010243149	8191.5664546366	491.834146754343	0.0796734248152688	0.198912261822233	0.667316609437433	0.75001002213429
Gala3Lex-[650]	SDB23	PSA PBS	Streptavidin	14063.4244552699	2574.70160542538	8196.96332801126	491.834146754343	0.778786485979628	22.5675002184834	0.00010441625634559	0.000356856434736643
Gala3Lex-[650]	SDB23	PSA HEPES	Streptavidin	8150.68584991211	2005.4846023377	8194.36378227653	491.834146754343	-0.00771047966555016	0.00106003815217648	0.97405186180802	0.983296530039158
Gala3Lex-[650]	SDB23	SBA PBS	Streptavidin	112872.728041452	32378.2660755311	8196.70824874138	491.834146754343	3.78350849054672	400.2830291593	2.001923568335e-21	3.34607224993135e-19
Gala3Lex-[650]	SDB23	SBA HEPES	Streptavidin	33002.9932945464	1291.76358848348	8201.25887458339	491.834146754343	2.0086795972334	236.49618475463	3.35652943570395e-15	1.51043824606678e-13
Gala3Lex-[650]	SDB23	ACG PBS	Streptavidin	7269.14070057511	170.059075138159	8199.45751999645	491.834146754343	-0.173743633094188	1.03882315877511	0.318542238534521	0.417350973219921
Gala3Lex-[650]	SDB23	ACG HEPES	Streptavidin	19846.6828870853	2183.7660060456	8199.87211835624	491.834146754343	1.2752245845763	65.3755170167994	2.90727293824695e-11	5.00221961433666e-10
Gala3Lex-[650]	SDB23	NPL PBS	Streptavidin	14815.6552949723	3349.89532137686	8198.04165966438	491.834146754343	0.85377121157941	19.5702481792648	1.4270105708458e-05	6.3482979767665e-05
Gala3Lex-[650]	SDB23	NPL HEPES	Streptavidin	9767.59114206681	3035.8579417674	8198.11943826748	491.834146754343	0.252709803632549	1.79158429544411	0.186523480106848	0.264845232675985
Gala3Lex-[650]	SDB23	MAL PBS	Streptavidin	30311.8196172464	14743.729363734	8195.36320489927	491.834146754343	1.88700066593925	52.2651338484683	1.83277655310864e-06	1.03591718219184e-05
Gala3Lex-[650]	SDB23	MAL HEPES	Streptavidin	13956.6766600841	1660.77407216883	8198.89859649332	491.834146754343	0.767453427736346	24.17098353639	9.38022046218815e-05	0.000323742122146317
Gala3Lex-[650]	SDB23	UEA PBS	Streptavidin	6026.71739395328	1619.04568435022	8196.9610257846	491.834146754343	-0.443716723077126	5.09125001399321	0.0352717157698057	0.0663471180878982
Gala3Lex-[650]	SDB23	UEA HEPES	Streptavidin	6196.02621898593	845.180311492536	8195.28178193423	491.834146754343	-0.403450305966852	5.27811613487217	0.0357619170416069	0.0671612246206742
Gala3Lex-[650]	SDB23	SNA PBS	Streptavidin	5355.1395527848	1041.36236865254	8200.221677556	491.834146754343	-0.614738739283987	11.9613935217101	0.00256041059451676	0.00656947455172063
Gala3Lex-[650]	SDB23	SNA HEPES	Streptavidin	3440.86688300341	21.3658650037799	8198.32542254789	491.834146754343	-1.25255717759655	66.4007693241529	6.54414777214646e-06	3.20362045749429e-05
Galili-tri-[680]	SDB57	CTb PBS	Streptavidin	8804.06085904562	2928.46712511982	8262.96351007595	1640.1140664419	0.0915098213351456	0.137174942382859	0.71869604441078	0.794026791275366
Galili-tri-[680]	SDB57	CTb HEPES	Streptavidin	15386.2288264912	743.972803323243	8263.65416767263	1640.1140664419	0.896787885540895	16.0814592733057	0.000123163887867207	0.000415278814998941
Galili-tri-[680]	SDB57	LCA PBS	Streptavidin	6494.85474438944	2260.88273569115	8262.52682811553	1640.1140664419	-0.347285790442058	1.41583511961651	0.248813507161722	0.33732538050894
Galili-tri-[680]	SDB57	LCA HEPES	Streptavidin	9701.2951571965	5754.76815713914	8262.36130974296	1640.1140664419	0.231623214996927	0.425465942362645	0.533232079212963	0.631459041173246
Galili-tri-[680]	SDB57	PSA PBS	Streptavidin	4007.4866996744	815.503413849239	8262.71741433487	1640.1140664419	-1.04391859603829	23.1079472582943	0.000105063492695598	0.000357338042017003
Galili-tri-[680]	SDB57	PSA HEPES	Streptavidin	4275.13180608047	850.331965455885	8262.31222318759	1640.1140664419	-0.950576678751466	13.8927948666993	0.000237492051584794	0.000755069837919046
Galili-tri-[680]	SDB57	SBA PBS	Streptavidin	131469.162776426	45749.6484891605	8262.9641445208	1640.1140664419	3.99192122494443	395.399424628454	2.6116299384888e-18	2.77782457093809e-16
Galili-tri-[680]	SDB57	SBA HEPES	Streptavidin	5910.12736629127	118.912238213235	8262.799724665	1640.1140664419	-0.483441478306704	7.30373118089678	0.0115478003877565	0.0250609318894919
